timestamp,raw_response
2025-08-19 13:28:55,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1204.1,
  ""resistance"": 1248.0,
  ""volume_threshold"": 111936,
  ""bollinger"": {
    ""mid_price"": 1216.07,
    ""upper_band"": 1217.20,
    ""lower_band"": 1214.93
  },
  ""macd"": {
    ""signal_line"": 0.1529,
    ""histogram"": -0.0071,
    ""ma_fast"": 1229.06,
    ""ma_slow"": 0.0,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Support remains at 1204.1 as confirmed by recent daily lows and Bollinger lower band from historical data."",
    ""Resistance unchanged at 1248.0 due to no breakout in recent 1-minute candles."",
    ""Bollinger Bands updated to reflect recent minute-level mid_price (1216.07), upper_band (1217.20), and lower_band (1214.93) indicating a contraction from historical wider bands."",
    ""MACD histogram near zero with a slight negative value in recent minutes, showing weakening momentum but no strong bearish signal."",
    ""Volume threshold unchanged as recent volumes remain very low and do not justify adjustment."",
    ""ADX remains above threshold 20 but recent value is around 16.16 indicating weakening trend strength.""
  ],
  ""last_updated"": ""2025-08-19 13:30:00"",
  ""signal"": ""Hold""
}"
2025-08-19 13:34:49,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1204.1,
  ""resistance"": 1248.0,
  ""volume_threshold"": 111936,
  ""bollinger"": {
    ""mid_price"": 1216.07,
    ""upper_band"": 1217.06,
    ""lower_band"": 1215.07
  },
  ""macd"": {
    ""signal_line"": 0.1529,
    ""histogram"": -0.0071,
    ""ma_fast"": 1229.06,
    ""ma_slow"": 0.0,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Support remains at 1204.1 as confirmed by recent daily lows and Bollinger lower band from historical data."",
    ""Resistance unchanged at 1248.0 due to no breakout in recent 1-minute candles."",
    ""Bollinger Bands updated to reflect recent minute-level upper_band (1217.06) and lower_band (1215.07) indicating slight contraction and alignment with recent price action."",
    ""MACD histogram near zero with a slight negative value in recent minutes, showing weakening momentum but no strong bearish signal."",
    ""Volume threshold unchanged as recent volumes remain very low and do not justify adjustment."",
    ""ADX remains above threshold 20 but recent value is around 17.35 indicating weakening trend strength.""
  ],
  ""last_updated"": ""2025-08-19 13:33:00"",
  ""signal"": ""Hold""
}"
2025-08-19 13:39:06,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1204.1,
  ""resistance"": 1248.0,
  ""volume_threshold"": 111936,
  ""bollinger"": {
    ""mid_price"": 1216.32,
    ""upper_band"": 1217.69,
    ""lower_band"": 1214.95
  },
  ""macd"": {
    ""signal_line"": 0.1529,
    ""histogram"": -0.0071,
    ""ma_fast"": 1229.06,
    ""ma_slow"": 0.0,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Support remains at 1204.1 as confirmed by recent daily lows and Bollinger lower band from historical data."",
    ""Resistance unchanged at 1248.0 due to no breakout in recent 1-minute candles."",
    ""Bollinger Bands updated to reflect recent minute-level upper_band (1217.69) and lower_band (1214.95) indicating slight contraction and alignment with recent price action."",
    ""MACD histogram near zero with a slight negative value in recent minutes, showing weakening momentum but no strong bearish signal."",
    ""Volume threshold unchanged as recent volumes remain very low and do not justify adjustment."",
    ""ADX remains above threshold 20 but recent value is around 19.54 indicating weakening trend strength.""
  ],
  ""last_updated"": ""2025-08-19 13:37:00"",
  ""signal"": ""Hold""
}"
2025-08-19 13:53:58,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1204.1,
  ""resistance"": 1248.0,
  ""volume_threshold"": 111936,
  ""bollinger"": {
    ""mid_price"": 1216.51,
    ""upper_band"": 1217.76,
    ""lower_band"": 1215.26
  },
  ""macd"": {
    ""signal_line"": 0.2709,
    ""histogram"": 0.0393,
    ""ma_fast"": 1216.88,
    ""ma_slow"": 0.0,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Support remains at 1204.1 as confirmed by recent daily lows and Bollinger lower band from historical data."",
    ""Resistance unchanged at 1248.0 due to no breakout in recent 1-minute candles."",
    ""Bollinger Bands updated to reflect recent minute-level upper_band (1217.76) and lower_band (1215.26) indicating slight contraction and alignment with recent price action."",
    ""MACD histogram turned slightly positive in recent minutes, indicating mild bullish momentum compared to previous negative histogram."",
    ""Volume threshold unchanged as recent volumes remain very low and do not justify adjustment."",
    ""ADX remains below threshold 20 in recent minutes (18.23), indicating weakening trend strength but threshold kept unchanged.""
  ],
  ""last_updated"": ""2025-08-19 13:52:00"",
  ""signal"": ""Hold""
}"
2025-08-19 15:15:52,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1204.1,
  ""resistance"": 1248.0,
  ""volume_threshold"": 111936,
  ""bollinger"": {
    ""mid_price"": 1217.16,
    ""upper_band"": 1219.17,
    ""lower_band"": 1215.15
  },
  ""macd"": {
    ""signal_line"": 0.4685,
    ""histogram"": 0.1989,
    ""ma_fast"": 1217.86,
    ""ma_slow"": 1217.16,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 21.12
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Support remains at 1204.1 as confirmed by multiple daily candles touching this level without significant breakdown."",
    ""Resistance remains at 1248.0 confirmed by historical highs and no recent breakout above this level."",
    ""Bollinger Bands updated to reflect recent 1-minute data with mid_price at 1217.16, upper_band at 1219.17, and lower_band at 1215.15 indicating a tightening range."",
    ""MACD histogram and signal line have turned positive in recent minutes indicating a shift towards bullish momentum."",
    ""ADX threshold slightly increased to 21.12 reflecting a mild increase in trend strength from recent data."",
    ""Volume threshold unchanged as recent volumes remain low and do not justify adjustment.""
  ],
  ""last_updated"": ""2025-08-19 15:20:00"",
  ""signal"": ""Hold""
}"
2025-08-19 15:20:14,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1204.1,
  ""resistance"": 1248.0,
  ""volume_threshold"": 111936,
  ""bollinger"": {
    ""mid_price"": 1217.775,
    ""upper_band"": 1219.9757953107921,
    ""lower_band"": 1215.574204689208
  },
  ""macd"": {
    ""signal_line"": 0.6462662949848765,
    ""histogram"": 0.11195076434197637,
    ""ma_fast"": 1218.7,
    ""ma_slow"": 1217.775,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 22.74
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Support remains at 1204.1 as recent daily lows confirm this level."",
    ""Resistance remains at 1248.0 with no recent breakout above this level."",
    ""Bollinger Bands updated to recent 1-minute data showing mid_price at 1217.775, upper_band at 1219.98, and lower_band at 1215.57 indicating a slightly wider range than before."",
    ""MACD histogram and signal line remain positive in recent minutes indicating mild bullish momentum."",
    ""ADX threshold increased to 22.74 reflecting a slight increase in trend strength from recent data."",
    ""Volume threshold unchanged as recent volumes remain low and stable.""
  ],
  ""last_updated"": ""2025-08-19 15:20:00"",
  ""signal"": ""Hold""
}"
2025-08-22 12:05:20,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1214.19,
  ""resistance"": 1231.32,
  ""volume_threshold"": 443,
  ""bollinger"": {
    ""mid_price"": 1224.18,
    ""upper_band"": 1231.32,
    ""lower_band"": 1214.19
  },
  ""macd"": {
    ""signal_line"": 1.0022146565463572,
    ""histogram"": 0.03936726886209119,
    ""ma_fast"": 1224.59,
    ""ma_slow"": 1224.18,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 21.6
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Updated Bollinger mid_price to 1224.18 based on recent VWAP and mid band convergence"",
    ""MACD signal_line and histogram updated reflecting recent positive momentum"",
    ""ADX threshold lowered slightly to 21.6 due to recent ADX values around 21.6 indicating moderate trend strength""
  ],
  ""last_updated"": ""2025-08-22 12:05:00"",
  ""signal"": ""Buy"",
  ""forecast"": ""basic_algo""
}"
2025-08-22 12:10:39,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""support"": 1214.19,
  ""resistance"": 1231.32,
  ""volume_threshold"": 443,
  ""bollinger"": {
    ""mid_price"": 1224.18,
    ""upper_band"": 1231.32,
    ""lower_band"": 1214.19
  },
  ""macd"": {
    ""signal_line"": 1.0022146565463572,
    ""histogram"": 0.03936726886209119,
    ""ma_fast"": 1224.59,
    ""ma_slow"": 1224.18,
    ""ma_signal"": 0.0
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 21.6
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""No significant breakout or trend change in recent 1-minute candles to justify update"",
    ""Recent ADX remains below threshold indicating weak trend, so ADX threshold unchanged"",
    ""Volume and price remain within historical support and resistance bands, no update needed""
  ],
  ""last_updated"": ""2025-08-22 12:10:00"",
  ""signal"": ""Hold""
}"
2025-09-01 14:44:58,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""ohlcv"": {
    ""time"": ""2025-09-01T14:41:00+00:00"",
    ""open"": 1193.0,
    ""high"": 1193.7,
    ""low"": 1192.5,
    ""close"": 1192.7,
    ""volume"": 79
  },
  ""support"": 1179.28,
  ""resistance"": 1185.99,
  ""volume_threshold"": 427,
  ""bollinger"": {
    ""mid_price"": 1192.46,
    ""upper_band"": 1193.88744527043,
    ""lower_band"": 1191.0325547295702
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 22.74
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Updated Bollinger bands to reflect recent lower volatility and price compression near 1192.7"",
    ""Latest close below previous support level, indicating potential weakening support"",
    ""Volume remains below threshold, suggesting low trading interest"",
    ""ADX threshold unchanged but recent ADX around 36 indicates moderate trend strength"",
    ""Signal remains 'No Action' due to lack of strong directional confirmation""
  ],
  ""signal"": ""No Action"",
  ""predicted_targets"": {
    ""1d"": {
      ""ret"": -0.002,
      ""price"": 1190.3146
    },
    ""1w"": {
      ""ret"": 0.005,
      ""price"": 1198.5635
    },
    ""3m"": {
      ""ret"": 0.025,
      ""price"": 1222.0175
    }
  }
}"
2025-09-01 14:52:56,"{
  ""stock_code"": ""RRKABEL"",
  ""instrument_token"": 4752897,
  ""ohlcv"": {
    ""time"": ""2025-09-01 14:49:00+00:00"",
    ""open"": 1193.5,
    ""high"": 1194.3,
    ""low"": 1193.5,
    ""close"": 1194.2,
    ""volume"": 2
  },
  ""support"": 1191.67,
  ""resistance"": 1195.4,
  ""volume_threshold"": 427,
  ""bollinger"": {
    ""mid_price"": 1193.075,
    ""upper_band"": 1194.4847872180114,
    ""lower_band"": 1191.6652127819887
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 22.74
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Updated OHLCV to latest 1-minute bar data"",
    ""Adjusted support to recent lower Bollinger lower band level (1191.67) reflecting updated volatility"",
    ""Updated resistance to recent 20-day high (1195.4) from recent data"",
    ""Volume remains below threshold, indicating low trading interest"",
    ""ADX stable around 34.55, above threshold, indicating moderate trend strength"",
    ""Signal remains 'No Action' due to low volume and lack of strong momentum confirmation""
  ],
  ""signal"": ""No Action"",
  ""predicted_targets"": {
    ""1d"": {
      ""ret"": 0.0015,
      ""price"": 1195.9913
    },
    ""1w"": {
      ""ret"": 0.007,
      ""price"": 1202.5394
    },
    ""3m"": {
      ""ret"": 0.03,
      ""price"": 1230.026
    }
  }
}"
